s_id,link_id,start_lon,start_lat,end_lon,end_lat
3280010002_0001,3280010002,127.578644,34.941715,127.579112,34.941948
3280010002_0002,3280010002,127.579112,34.941948,127.579118,34.941951
3280010138_0000,3280010138,127.587656,34.94283,127.587352,34.942456
3280010138_0001,3280010138,127.587352,34.942456,127.587008,34.942118
3280010138_0002,3280010138,127.587008,34.942118,127.586955,34.942099
3280603801_0000,3280603801,127.68886,35.044663,127.688336,35.044541
3280603801_0001,3280603801,127.688336,35.044541,127.687792,35.044524
3280603801_0002,3280603801,127.687792,35.044524,127.68747,35.044401
3250185225_0000,3250185225,127.722244,34.54425,127.722617,34.544578
3250185225_0001,3250185225,127.722617,34.544578,127.722987,34.544909
3250185225_0002,3250185225,127.722987,34.544909,127.7234,34.5452
3250185225_0003,3250185225,127.7234,34.5452,127.723874,34.545421
3250185225_0004,3250185225,127.723874,34.545421,127.724358,34.545626
3250185225_0005,3250185225,127.724358,34.545626,127.724812,34.545872
3250185225_0006,3250185225,127.724812,34.545872,127.725258,34.546131
3250185225_0007,3250185225,127.725258,34.546131,127.725708,34.546385
3250185225_0008,3250185225,127.725708,34.546385,127.725807,34.546441
3280010038_0000,3280010038,127.587668,34.942661,127.587991,34.943025
3280010038_0001,3280010038,127.587991,34.943025,127.588236,34.943292
3250185202_0000,3250185202,127.766815,34.512425,127.766888,34.511979
3250185202_0001,3250185202,127.766888,34.511979,127.766978,34.511535
3250185202_0002,3250185202,127.766978,34.511535,127.766964,34.511157
3250185202_0003,3250185202,127.766964,34.511157,127.766463,34.510994
3250185202_0004,3250185202,127.766463,34.510994,127.766508,34.510564
3250185202_0005,3250185202,127.766508,34.510564,127.766546,34.510457
3250005726_0000,3250005726,127.597338,34.741192,127.597839,34.741032
3250005726_0001,3250005726,127.597839,34.741032,127.598341,34.740868
3250005726_0002,3250005726,127.598341,34.740868,127.598882,34.740825
3250005726_0003,3250005726,127.598882,34.740825,127.599401,34.740953
3250005726_0004,3250005726,127.599401,34.740953,127.599841,34.741218
3250005726_0005,3250005726,127.599841,34.741218,127.600265,34.741501
3250005726_0006,3250005726,127.600265,34.741501,127.600703,34.74177
3250005726_0007,3250005726,127.600703,34.74177,127.601135,34.742046
3250005726_0008,3250005726,127.601135,34.742046,127.601576,34.742254
3250001504_0000,3250001504,127.561546,34.669119,127.561583,34.669568
3250001504_0001,3250001504,127.561583,34.669568,127.561587,34.66961
3260003007_0000,3260003007,127.528189,34.871056,127.528146,34.870738
3250005730_0000,3250005730,127.587215,34.739233,127.587612,34.739532
3250005730_0001,3250005730,127.587612,34.739532,127.587729,34.739706
3280194507_0000,3280194507,127.683693,35.042207,127.684138,35.042425
3280194507_0001,3280194507,127.684138,35.042425,127.684642,35.042598
3280194507_0002,3280194507,127.684642,35.042598,127.685171,35.042711
3280194507_0003,3280194507,127.685171,35.042711,127.685711,35.042788
3280194507_0004,3280194507,127.685711,35.042788,127.686128,35.043054
3280194507_0005,3280194507,127.686128,35.043054,127.686405,35.043442
3280194507_0006,3280194507,127.686405,35.043442,127.686604,35.043861
3280194507_0007,3280194507,127.686604,35.043861,127.686906,35.044185
3250008417_0000,3250008417,127.617816,34.761792,127.618356,34.761857
3250008417_0001,3250008417,127.618356,34.761857,127.618897,34.761922
3250008417_0002,3250008417,127.618897,34.761922,127.619437,34.761988
3250008417_0003,3250008417,127.619437,34.761988,127.619981,34.762028
3250008417_0004,3250008417,127.619981,34.762028,127.620525,34.762062
3250008417_0005,3250008417,127.620525,34.762062,127.62107,34.762095
3250008417_0006,3250008417,127.62107,34.762095,127.621455,34.762059
3260016903_0000,3260016903,127.573335,34.930508,127.573172,34.9304
3250008310_0000,3250008310,127.621615,34.762036,127.62164,34.762154
3250185321_0000,3250185321,127.759488,34.542488,127.759919,34.542763
3250185321_0001,3250185321,127.759919,34.542763,127.760204,34.54313
3250185321_0002,3250185321,127.760204,34.54313,127.760247,34.543578
3250185321_0003,3250185321,127.760247,34.543578,127.760244,34.544029
3250185321_0004,3250185321,127.760244,34.544029,127.760183,34.544476
3250185321_0005,3250185321,127.760183,34.544476,127.760053,34.544912
3250185321_0006,3250185321,127.760053,34.544912,127.759816,34.545318
3250185321_0007,3250185321,127.759816,34.545318,127.759657,34.545748
3250185321_0008,3250185321,127.759657,34.545748,127.759537,34.546187
3250185321_0009,3250185321,127.759537,34.546187,127.759532,34.546204
3250005896_0000,3250005896,127.5835,34.739414,127.582958,34.739465
3250005896_0001,3250005896,127.582958,34.739465,127.582414,34.739483
3250005896_0002,3250005896,127.582414,34.739483,127.581887,34.739377
3250005896_0003,3250005896,127.581887,34.739377,127.581372,34.739226
3250005896_0004,3250005896,127.581372,34.739226,127.580834,34.73922
3250005896_0005,3250005896,127.580834,34.73922,127.580293,34.739242
3250005896_0006,3250005896,127.580293,34.739242,127.579805,34.739046
3250005896_0007,3250005896,127.579805,34.739046,127.579731,34.739007
3250005787_0000,3250005787,127.563161,34.657635,127.563473,34.657285
3250005787_0001,3250005787,127.563473,34.657285,127.563935,34.657074
3250005787_0002,3250005787,127.563935,34.657074,127.564416,34.65687
3250005787_0003,3250005787,127.564416,34.65687,127.564945,34.65677
3250005787_0004,3250005787,127.564945,34.65677,127.565416,34.65657
3250005787_0005,3250005787,127.565416,34.65657,127.565542,34.656365
3250002111_0000,3250002111,127.565333,34.675745,127.564854,34.675529
3250002111_0001,3250002111,127.564854,34.675529,127.564373,34.675317
3250002111_0002,3250002111,127.564373,34.675317,127.563867,34.675149
3250002111_0003,3250002111,127.563867,34.675149,127.563795,34.675128
3250001505_0000,3250001505,127.561051,34.664829,127.56077,34.665199
3250001505_0001,3250001505,127.56077,34.665199,127.560897,34.665634
3250001505_0002,3250001505,127.560897,34.665634,127.560897,34.666069
3250001505_0003,3250001505,127.560897,34.666069,127.560756,34.666295
3250001505_0004,3250001505,127.560756,34.666295,127.561223,34.666295
3250001505_0005,3250001505,127.561223,34.666295,127.561244,34.666486
3250008420_0000,3250008420,127.605344,34.765756,127.605304,34.765307
3250008420_0001,3250008420,127.605304,34.765307,127.60529,34.764856
3250008420_0002,3250008420,127.60529,34.764856,127.605328,34.764407
3250008420_0003,3250008420,127.605328,34.764407,127.6055,34.763982
3250008420_0004,3250008420,127.6055,34.763982,127.605786,34.763599
3250008420_0005,3250008420,127.605786,34.763599,127.606172,34.763282
3250008420_0006,3250008420,127.606172,34.763282,127.606315,34.763194
3250016120_0000,3250016120,127.547817,34.832359,127.547627,34.832781
3250016120_0001,3250016120,127.547627,34.832781,127.547435,34.833203
3250016120_0002,3250016120,127.547435,34.833203,127.547237,34.833623
3250016120_0003,3250016120,127.547237,34.833623,127.547039,34.834043
3250016120_0004,3250016120,127.547039,34.834043,127.54687,34.834472
3250016120_0005,3250016120,127.54687,34.834472,127.546709,34.834903
3250016120_0006,3250016120,127.546709,34.834903,127.546699,34.83493
3280010114_0000,3280010114,127.586675,34.941991,127.586165,34.94183
3280010114_0001,3280010114,127.586165,34.94183,127.58575,34.941753
3260003021_0000,3260003021,127.528713,34.909076,127.528586,34.908638
3260003021_0001,3260003021,127.528586,34.908638,127.528519,34.908466
3280194409_0000,3280194409,127.669013,35.040237,127.668473,35.040294
3280194409_0001,3280194409,127.668473,35.040294,127.667985,35.040478
3280194409_0002,3280194409,127.667985,35.040478,127.667483,35.040599
3280194409_0003,3280194409,127.667483,35.040599,127.667074,35.040888
3280194409_0004,3280194409,127.667074,35.040888,127.666603,35.041102
3280194409_0005,3280194409,127.666603,35.041102,127.666275,35.04132
3280194409_0006,3280194409,127.666275,35.04132,127.665742,35.041391
3280194409_0007,3280194409,127.665742,35.041391,127.665463,35.041527
3280202215_0000,3280202215,127.708679,35.052926,127.709154,35.052708
3280202215_0001,3280202215,127.709154,35.052708,127.709696,35.052685
3280202215_0002,3280202215,127.709696,35.052685,127.710044,35.052996
3280202215_0003,3280202215,127.710044,35.052996,127.710476,35.05323
3280202215_0004,3280202215,127.710476,35.05323,127.710795,35.053489
3280202215_0005,3280202215,127.710795,35.053489,127.7112,35.053772
3280202215_0006,3280202215,127.7112,35.053772,127.711206,35.053777
3250119602_0000,3250119602,127.588518,34.77158,127.589015,34.771392
3250119602_0001,3250119602,127.589015,34.771392,127.589511,34.771204
3250119602_0002,3250119602,127.589511,34.771204,127.590004,34.771011
3250119602_0003,3250119602,127.590004,34.771011,127.590497,34.770817
3250119602_0004,3250119602,127.590497,34.770817,127.590993,34.770628
3250119602_0005,3250119602,127.590993,34.770628,127.591521,34.770514
3250119602_0006,3250119602,127.591521,34.770514,127.592062,34.770455
3250119602_0007,3250119602,127.592062,34.770455,127.592604,34.770494
3250119602_0008,3250119602,127.592604,34.770494,127.592812,34.770558
3250005893_0000,3250005893,127.587324,34.739421,127.586812,34.739321
3250005893_0001,3250005893,127.586812,34.739321,127.586266,34.739309
3250005893_0002,3250005893,127.586266,34.739309,127.585725,34.739255
3250005893_0003,3250005893,127.585725,34.739255,127.585184,34.739206
3250005893_0004,3250005893,127.585184,34.739206,127.584639,34.739216
3250005893_0005,3250005893,127.584639,34.739216,127.58413,34.739372
3250005893_0006,3250005893,127.58413,34.739372,127.583588,34.739408
3250005893_0007,3250005893,127.583588,34.739408,127.5835,34.739414
3250005788_0000,3250005788,127.589334,34.717918,127.589012,34.718282
3250005788_0001,3250005788,127.589012,34.718282,127.588691,34.718646
3250005788_0002,3250005788,127.588691,34.718646,127.58837,34.71901
3250005788_0003,3250005788,127.58837,34.71901,127.588037,34.719367
3250005788_0004,3250005788,127.588037,34.719367,127.587639,34.719675
3250005788_0005,3250005788,127.587639,34.719675,127.587303,34.719815
3250185229_0000,3250185229,127.772039,34.524564,127.772544,34.524394
3250185229_0001,3250185229,127.772544,34.524394,127.773034,34.524198
3250185229_0002,3250185229,127.773034,34.524198,127.773502,34.52397
3250185229_0003,3250185229,127.773502,34.52397,127.773879,34.523651
3250185229_0004,3250185229,127.773879,34.523651,127.774121,34.523249
3250185229_0005,3250185229,127.774121,34.523249,127.774448,34.522889
3250185229_0006,3250185229,127.774448,34.522889,127.77485,34.522586
3250185229_0007,3250185229,127.77485,34.522586,127.775247,34.522278
3250185229_0008,3250185229,127.775247,34.522278,127.7755,34.522042
3260016909_0000,3260016909,127.577769,34.941467,127.577587,34.941164
3260016909_0001,3260016909,127.577587,34.941164,127.577213,34.940834
3260016909_0002,3260016909,127.577213,34.940834,127.576943,34.940448
3260016909_0003,3260016909,127.576943,34.940448,127.57682,34.940009
3260016909_0004,3260016909,127.57682,34.940009,127.576732,34.939564
3260016909_0005,3260016909,127.576732,34.939564,127.576661,34.939276
3280201702_0000,3280201702,127.692956,35.049923,127.693259,35.050121
3250095100_0000,3250095100,127.625196,34.761638,127.624658,34.761716
3250095100_0001,3250095100,127.624658,34.761716,127.62412,34.761794
3250095100_0002,3250095100,127.62412,34.761794,127.623582,34.761872
3250095100_0003,3250095100,127.623582,34.761872,127.623044,34.76195
3250095100_0004,3250095100,127.623044,34.76195,127.622699,34.762
3250005791_0000,3250005791,127.586296,34.743335,127.58674,34.743548
3250005791_0001,3250005791,127.58674,34.743548,127.587276,34.74347
3250005791_0002,3250005791,127.587276,34.74347,127.587819,34.743448
3250005791_0003,3250005791,127.587819,34.743448,127.588335,34.743578
3250005791_0004,3250005791,127.588335,34.743578,127.588827,34.743773
3250005791_0005,3250005791,127.588827,34.743773,127.589318,34.74397
3250005791_0006,3250005791,127.589318,34.74397,127.589438,34.74405
3250005717_0000,3250005717,127.576549,34.717036,127.576037,34.717191
3250005717_0001,3250005717,127.576037,34.717191,127.575663,34.717247
3250005825_0000,3250005825,127.574816,34.71707,127.575358,34.717125
3250005825_0001,3250005825,127.575358,34.717125,127.575502,34.717138
3250016115_0000,3250016115,127.546322,34.835731,127.546007,34.836098
3250016115_0001,3250016115,127.546007,34.836098,127.545637,34.836429
3250016115_0002,3250016115,127.545637,34.836429,127.545464,34.836581
3250001510_0000,3250001510,127.579173,34.685424,127.579426,34.685821
3250001510_0001,3250001510,127.579426,34.685821,127.57944,34.686269
3250001510_0002,3250001510,127.57944,34.686269,127.579412,34.686718
3250001510_0003,3250001510,127.579412,34.686718,127.579415,34.687169
3250001510_0004,3250001510,127.579415,34.687169,127.579576,34.687592
3250001510_0005,3250001510,127.579576,34.687592,127.579917,34.687944
3250001510_0006,3250001510,127.579917,34.687944,127.580085,34.688118
3280010016_0000,3280010016,127.588797,34.949332,127.588719,34.949479
3250013510_0000,3250013510,127.555913,34.820543,127.5559,34.820994
3250013510_0001,3250013510,127.5559,34.820994,127.555873,34.821444
3250013510_0002,3250013510,127.555873,34.821444,127.555865,34.821766
3250013522_0000,3250013522,127.556602,34.816015,127.556516,34.81646
3250013522_0001,3250013522,127.556516,34.81646,127.556478,34.816909
3250013522_0002,3250013522,127.556478,34.816909,127.556443,34.817359
3250013522_0003,3250013522,127.556443,34.817359,127.556347,34.817802
3250013522_0004,3250013522,127.556347,34.817802,127.556262,34.818247
3250013522_0005,3250013522,127.556262,34.818247,127.556255,34.818285
3250001502_0000,3250001502,127.571568,34.67683,127.572083,34.676981
3250001502_0001,3250001502,127.572083,34.676981,127.572596,34.677132
3250001502_0002,3250001502,127.572596,34.677132,127.57311,34.677285
3250001502_0003,3250001502,127.57311,34.677285,127.573634,34.677396
3250001502_0004,3250001502,127.573634,34.677396,127.574098,34.677629
3250001502_0005,3250001502,127.574098,34.677629,127.574397,34.677999
3250001502_0006,3250001502,127.574397,34.677999,127.574495,34.678156
3260003008_0000,3260003008,127.536015,34.858581,127.53608,34.858487
3280201703_0000,3280201703,127.692106,35.049239,127.692482,35.049566
3280201703_0001,3280201703,127.692482,35.049566,127.692881,35.049874
3280201703_0002,3280201703,127.692881,35.049874,127.692956,35.049923
3260236400_0000,3260236400,127.5436,34.918061,127.543878,34.918449
3260236400_0001,3260236400,127.543878,34.918449,127.544158,34.918836
3260236400_0002,3260236400,127.544158,34.918836,127.54447,34.919205
3260236400_0003,3260236400,127.54447,34.919205,127.544831,34.919544
3260236400_0004,3260236400,127.544831,34.919544,127.545208,34.919871
3260236400_0005,3260236400,127.545208,34.919871,127.545593,34.920191
3260236400_0006,3260236400,127.545593,34.920191,127.545751,34.920341
3250001514_0000,3250001514,127.566396,34.675977,127.566928,34.676078
3250001514_0001,3250001514,127.566928,34.676078,127.567465,34.676157
3250001514_0002,3250001514,127.567465,34.676157,127.568004,34.676225
3250001514_0003,3250001514,127.568004,34.676225,127.568543,34.676293
3250001514_0004,3250001514,127.568543,34.676293,127.569083,34.67636
3250001514_0005,3250001514,127.569083,34.67636,127.569622,34.676428
3250001514_0006,3250001514,127.569622,34.676428,127.570158,34.676511
3250001514_0007,3250001514,127.570158,34.676511,127.570689,34.676614
3250001514_0008,3250001514,127.570689,34.676614,127.571217,34.676727
3250001514_0009,3250001514,127.571217,34.676727,127.571568,34.67683
3250010504_0000,3250010504,127.581498,34.783369,127.581527,34.783817
3250010504_0001,3250010504,127.581527,34.783817,127.581779,34.784214
3250010504_0002,3250010504,127.581779,34.784214,127.581852,34.784657
3250010504_0003,3250010504,127.581852,34.784657,127.5818,34.785105
3250010504_0004,3250010504,127.5818,34.785105,127.581538,34.785494
3250010504_0005,3250010504,127.581538,34.785494,127.581159,34.785814
3250010504_0006,3250010504,127.581159,34.785814,127.58065,34.785971
3250010504_0007,3250010504,127.58065,34.785971,127.580229,34.786042
3260232702_0000,3260232702,127.542993,34.919678,127.543092,34.91967
3250002806_0000,3250002806,127.581318,34.693179,127.58121,34.692737
3250002806_0001,3250002806,127.58121,34.692737,127.581144,34.692477
3260016803_0000,3260016803,127.564683,34.930131,127.565229,34.930108
3260016803_0001,3260016803,127.565229,34.930108,127.565776,34.930092
3260016803_0002,3260016803,127.565776,34.930092,127.566323,34.930075
3260016803_0003,3260016803,127.566323,34.930075,127.56687,34.930059
3260016803_0004,3260016803,127.56687,34.930059,127.567417,34.930042
3260016803_0005,3260016803,127.567417,34.930042,127.567964,34.930026
3260016803_0006,3260016803,127.567964,34.930026,127.56851,34.930009
3260016803_0007,3260016803,127.56851,34.930009,127.568906,34.929997
3280194504_0000,3280194504,127.665396,35.041426,127.665883,35.041224
3280194504_0001,3280194504,127.665883,35.041224,127.666426,35.041232
3280194504_0002,3280194504,127.666426,35.041232,127.666712,35.040892
3280194504_0003,3280194504,127.666712,35.040892,127.6672,35.040697
3280194504_0004,3280194504,127.6672,35.040697,127.6676,35.040395
3280194504_0005,3280194504,127.6676,35.040395,127.668129,35.040324
3280194504_0006,3280194504,127.668129,35.040324,127.66863,35.040161
3280194504_0007,3280194504,127.66863,35.040161,127.668978,35.040133
3250185324_0000,3250185324,127.718659,34.542117,127.718249,34.54182
3250185324_0001,3250185324,127.718249,34.54182,127.717858,34.541508
3250185324_0002,3250185324,127.717858,34.541508,127.717484,34.541179
3250185324_0003,3250185324,127.717484,34.541179,127.717111,34.540851
3250185324_0004,3250185324,127.717111,34.540851,127.716738,34.540523
3250185324_0005,3250185324,127.716738,34.540523,127.716375,34.540188
3250185324_0006,3250185324,127.716375,34.540188,127.716061,34.53982
3250185324_0007,3250185324,127.716061,34.53982,127.715774,34.539436
3250185324_0008,3250185324,127.715774,34.539436,127.715696,34.539332
3260235300_0000,3260235300,127.56469,34.930239,127.564538,34.930246
3250005812_0000,3250005812,127.574267,34.640728,127.573833,34.641001
3250005812_0001,3250005812,127.573833,34.641001,127.57342,34.641291
3250005812_0002,3250005812,127.57342,34.641291,127.573049,34.641622
3250005812_0003,3250005812,127.573049,34.641622,127.572655,34.641934
3250005812_0004,3250005812,127.572655,34.641934,127.572325,34.642289
3250005812_0005,3250005812,127.572325,34.642289,127.572012,34.642658
3250005812_0006,3250005812,127.572012,34.642658,127.571715,34.643036
3250005812_0007,3250005812,127.571715,34.643036,127.571527,34.643325
3250185325_0000,3250185325,127.722149,34.544327,127.721768,34.544005
3250185325_0001,3250185325,127.721768,34.544005,127.721384,34.543686
3250185325_0002,3250185325,127.721384,34.543686,127.720916,34.54346
3250185325_0003,3250185325,127.720916,34.54346,127.720405,34.543304
3250185325_0004,3250185325,127.720405,34.543304,127.719904,34.543139
3250185325_0005,3250185325,127.719904,34.543139,127.719503,34.542834
3250185325_0006,3250185325,127.719503,34.542834,127.719123,34.542511
3250185325_0007,3250185325,127.719123,34.542511,127.718743,34.542188
3250185325_0008,3250185325,127.718743,34.542188,127.718659,34.542117
3250016107_0000,3250016107,127.553163,34.826182,127.552785,34.826508
3250016107_0001,3250016107,127.552785,34.826508,127.552407,34.826834
3250016107_0002,3250016107,127.552407,34.826834,127.552018,34.827149
3250016107_0003,3250016107,127.552018,34.827149,127.551625,34.827463
3250016107_0004,3250016107,127.551625,34.827463,127.551238,34.827781
3250016107_0005,3250016107,127.551238,34.827781,127.550878,34.82812
3250016107_0006,3250016107,127.550878,34.82812,127.55051,34.828454
3250016107_0007,3250016107,127.55051,34.828454,127.550388,34.828564
3260003006_0000,3260003006,127.533872,34.899116,127.533727,34.898683
3260003006_0001,3260003006,127.533727,34.898683,127.533509,34.89827
3260003006_0002,3260003006,127.533509,34.89827,127.533289,34.897867
3250008405_0000,3250008405,127.602411,34.770605,127.602926,34.770456
3250008405_0001,3250008405,127.602926,34.770456,127.603438,34.770299
3250008405_0002,3250008405,127.603438,34.770299,127.603763,34.770184
3250005882_0000,3250005882,127.579731,34.739007,127.57926,34.738781
3250005882_0001,3250005882,127.57926,34.738781,127.578758,34.738606
3250005882_0002,3250005882,127.578758,34.738606,127.57839,34.738287
3250005882_0003,3250005882,127.57839,34.738287,127.578182,34.737871
3250005882_0004,3250005882,127.578182,34.737871,127.578066,34.737433
3250005882_0005,3250005882,127.578066,34.737433,127.578162,34.736991
3250005882_0006,3250005882,127.578162,34.736991,127.578547,34.736681
3250005882_0007,3250005882,127.578547,34.736681,127.57899,34.736417
3250005882_0008,3250005882,127.57899,34.736417,127.579145,34.736327
3250005759_0000,3250005759,127.56999,34.728421,127.570473,34.72863
3250005759_0001,3250005759,127.570473,34.72863,127.570939,34.728865
3250005759_0002,3250005759,127.570939,34.728865,127.571382,34.729127
3250005759_0003,3250005759,127.571382,34.729127,127.571625,34.729271
3280520102_0000,3280520102,127.584129,34.961185,127.583965,34.961615
3280520102_0001,3280520102,127.583965,34.961615,127.583801,34.962045
3280520102_0002,3280520102,127.583801,34.962045,127.583767,34.962136
3280519700_0000,3280519700,127.579709,34.961094,127.580229,34.960952
3280519700_0001,3280519700,127.580229,34.960952,127.580486,34.960881
3250185307_0000,3250185307,127.755944,34.548661,127.755446,34.548844
3250185307_0001,3250185307,127.755446,34.548844,127.754934,34.548997
3250185307_0002,3250185307,127.754934,34.548997,127.754416,34.549131
3250185307_0003,3250185307,127.754416,34.549131,127.753873,34.549142
3250185307_0004,3250185307,127.753873,34.549142,127.753328,34.549127
3250185307_0005,3250185307,127.753328,34.549127,127.752784,34.549101
3250185307_0006,3250185307,127.752784,34.549101,127.752241,34.549069
3250185307_0007,3250185307,127.752241,34.549069,127.751699,34.549029
3250185307_0008,3250185307,127.751699,34.549029,127.751183,34.549128
3250185307_0009,3250185307,127.751183,34.549128,127.751006,34.549223
3250185222_0000,3250185222,127.756661,34.540946,127.756846,34.540522
3250185222_0001,3250185222,127.756846,34.540522,127.757119,34.540134
3250185222_0002,3250185222,127.757119,34.540134,127.757415,34.539755
3250185222_0003,3250185222,127.757415,34.539755,127.757705,34.539374
3250185222_0004,3250185222,127.757705,34.539374,127.757997,34.538994
3250185222_0005,3250185222,127.757997,34.538994,127.758326,34.538635
3250185222_0006,3250185222,127.758326,34.538635,127.758735,34.538339
3250185222_0007,3250185222,127.758735,34.538339,127.759169,34.538067
3250185222_0008,3250185222,127.759169,34.538067,127.759485,34.537852
3260002914_0000,3260002914,127.527041,34.878706,127.527045,34.879062
3250008307_0000,3250008307,127.621473,34.762176,127.62093,34.762195
3250008307_0001,3250008307,127.62093,34.762195,127.620385,34.762162
3250008307_0002,3250008307,127.620385,34.762162,127.61984,34.762126
3250008307_0003,3250008307,127.61984,34.762126,127.619297,34.76208
3250008307_0004,3250008307,127.619297,34.76208,127.618757,34.762015
3250008307_0005,3250008307,127.618757,34.762015,127.618217,34.76195
3250008307_0006,3250008307,127.618217,34.76195,127.618097,34.761935
3250005851_0000,3250005851,127.586472,34.719582,127.586987,34.719723
3250005851_0001,3250005851,127.586987,34.719723,127.587508,34.719623
3250005851_0002,3250005851,127.587508,34.719623,127.58791,34.719319
3250005851_0003,3250005851,127.58791,34.719319,127.588231,34.718984
3260009401_0000,3260009401,127.537228,34.914926,127.537384,34.915226
3260016814_0000,3260016814,127.571067,34.92992,127.571614,34.9299
3260016814_0001,3260016814,127.571614,34.9299,127.572158,34.92993
3260016814_0002,3260016814,127.572158,34.92993,127.572679,34.930064
3260016814_0003,3260016814,127.572679,34.930064,127.573165,34.930269
3260016814_0004,3260016814,127.573165,34.930269,127.573246,34.93031
3250013639_0000,3250013639,127.556857,34.809793,127.556813,34.809345
3250013639_0001,3250013639,127.556813,34.809345,127.556895,34.808901
3250013639_0002,3250013639,127.556895,34.808901,127.55696,34.808453
3250013639_0003,3250013639,127.55696,34.808453,127.557051,34.808009
3250013639_0004,3250013639,127.557051,34.808009,127.557217,34.807583
3250013639_0005,3250013639,127.557217,34.807583,127.557481,34.80719
3250013639_0006,3250013639,127.557481,34.80719,127.557818,34.806836
3250013639_0007,3250013639,127.557818,34.806836,127.55808,34.806569
3260236204_0000,3260236204,127.55314,34.926429,127.553183,34.926553
3280010128_0000,3280010128,127.586403,34.95509,127.586571,34.954661
3280010128_0001,3280010128,127.586571,34.954661,127.586739,34.954232
3280010128_0002,3280010128,127.586739,34.954232,127.586907,34.953803
3280010128_0003,3280010128,127.586907,34.953803,127.587076,34.953374
3280010128_0004,3280010128,127.587076,34.953374,127.587205,34.953045
3250185301_0000,3250185301,127.751006,34.549223,127.750674,34.549571
3250185301_0001,3250185301,127.750674,34.549571,127.750464,34.549986
3250185301_0002,3250185301,127.750464,34.549986,127.750226,34.550392
3250185301_0003,3250185301,127.750226,34.550392,127.749934,34.550767
3250185301_0004,3250185301,127.749934,34.550767,127.749464,34.550972
3250185301_0005,3250185301,127.749464,34.550972,127.748924,34.550945
3250185301_0006,3250185301,127.748924,34.550945,127.748475,34.551165
3250185301_0007,3250185301,127.748475,34.551165,127.748264,34.551579
3250185301_0008,3250185301,127.748264,34.551579,127.748014,34.551868
3260002916_0000,3260002916,127.531791,34.894916,127.532027,34.895322
3260002916_0001,3260002916,127.532027,34.895322,127.532217,34.89565
3250001508_0000,3250001508,127.561587,34.66961,127.561614,34.67006
3250001508_0001,3250001508,127.561614,34.67006,127.561616,34.670137
3280010012_0000,3280010012,127.581719,34.942884,127.582264,34.942854
3280010012_0001,3280010012,127.582264,34.942854,127.582809,34.942807
3280010012_0002,3280010012,127.582809,34.942807,127.583353,34.94276
3280010012_0003,3280010012,127.583353,34.94276,127.58369,34.942702
3260002910_0000,3260002910,127.527045,34.879062,127.527067,34.879512
3260002910_0001,3260002910,127.527067,34.879512,127.527088,34.879962
3260002910_0002,3260002910,127.527088,34.879962,127.527103,34.880412
3280194503_0000,3280194503,127.673922,35.038773,127.674454,35.038797
3280194503_0001,3280194503,127.674454,35.038797,127.674735,35.038434
3280194503_0002,3280194503,127.674735,35.038434,127.675208,35.038208
3280194503_0003,3280194503,127.675208,35.038208,127.675704,35.038023
3280194503_0004,3280194503,127.675704,35.038023,127.676214,35.037861
3280194503_0005,3280194503,127.676214,35.037861,127.676713,35.037692
3280194503_0006,3280194503,127.676713,35.037692,127.677252,35.037624
3280194503_0007,3280194503,127.677252,35.037624,127.677798,35.037588
3280194503_0008,3280194503,127.677798,35.037588,127.678343,35.037543
3280194503_0009,3280194503,127.678343,35.037543,127.678823,35.037541
3280201401_0000,3280201401,127.691942,35.049193,127.691599,35.048844
3280201401_0001,3280201401,127.691599,35.048844,127.691263,35.04849
3280201401_0002,3280201401,127.691263,35.04849,127.690825,35.048221
3280201401_0003,3280201401,127.690825,35.048221,127.690424,35.047918
3280201401_0004,3280201401,127.690424,35.047918,127.69,35.047646
3280201401_0005,3280201401,127.69,35.047646,127.689548,35.047404
3280201401_0006,3280201401,127.689548,35.047404,127.689549,35.046957
3280201401_0007,3280201401,127.689549,35.046957,127.689461,35.046522
3280201401_0008,3280201401,127.689461,35.046522,127.689436,35.046078
3280201401_0009,3280201401,127.689436,35.046078,127.689381,35.045679
3250185235_0000,3250185235,127.76827,34.530272,127.768728,34.530045
3250185235_0001,3250185235,127.768728,34.530045,127.768774,34.529602
3250185235_0002,3250185235,127.768774,34.529602,127.76877,34.529151
3250185235_0003,3250185235,127.76877,34.529151,127.768773,34.528701
3250185235_0004,3250185235,127.768773,34.528701,127.768833,34.528254
3250185235_0005,3250185235,127.768833,34.528254,127.769084,34.527858
3250185235_0006,3250185235,127.769084,34.527858,127.769345,34.527487
3260002927_0000,3260002927,127.53069,34.89233,127.530764,34.892776
3260002927_0001,3260002927,127.530764,34.892776,127.530888,34.893215
3260002927_0002,3260002927,127.530888,34.893215,127.531059,34.893643
3260002927_0003,3260002927,127.531059,34.893643,127.531234,34.893987
3250008314_0000,3250008314,127.606377,34.763287,127.605958,34.763574
3250008314_0001,3250008314,127.605958,34.763574,127.605629,34.763932
3250008314_0002,3250008314,127.605629,34.763932,127.60541,34.764344
3250008314_0003,3250008314,127.60541,34.764344,127.60536,34.764791
3250008314_0004,3250008314,127.60536,34.764791,127.605387,34.765241
3250008314_0005,3250008314,127.605387,34.765241,127.605419,34.765691
3250008314_0006,3250008314,127.605419,34.765691,127.605449,34.766141
3250008314_0007,3250008314,127.605449,34.766141,127.60548,34.766498
3260002926_0000,3260002926,127.532394,34.902097,127.532079,34.902465
